제목,일자,본문,URL,언론사,통합 분류1
‘용 기운 가득’ 서울랜드서 청룡타고 신년 운세 점쳐볼까,20231231,"서울랜드가 청룡의 해를 맞아 고객과 함께하는 다양한 체험을 마련한다. 
   
 서울랜드는 오는 1월 1일부터 설날까지 청룡의 해를 맞아 서울랜드 곳곳에서 볼거리와 체험거리가 가득한 ‘2024 갑진년, 해피 뉴 용!’을 진행한다. 
   
 서울랜드가 위치한 청계산은 청룡이 승천했던 곳이라는 전설이 있는 곳이기도 하다. 이와 관련 서울랜드는 청계산 청룡..",http://www.sportsworldi.com/content/html/2023/12/31/20231231505326.html,스포츠월드,경제>서비스_쇼핑
"尹 새해 신년사 키워드는 '따뜻한 정부, 문제 해결력'",20231231,"내년으로 집권 3년차를 맞이하는 윤석열 대통령이 1일 발표할 신년사에서 '따뜻한 정부와 문제 해결력'을 강조할 방침인 것으로 알려졌다. 
 
 31일 동아일보 보도에 따르면 윤 대통령은 31일 공식 일정 없이 신년사를 대통령실 핵심 참모진과 막판까지 직접 검토했다. 대통령실 고위 관계자는 ""윤 대통령이 신년사에서 민생에 집중하는 '따뜻한 정부'를 부각할..",https://www.imaeil.com/page/view/2023123119120443770,매일신문,정치>청와대
내년 한국경제 전망은? ‘2% 내외 성장률 예상”,20231231,내년 한국경제 전망은? ‘2% 내외 성장률 예상”,https://news.kbs.co.kr/news/view.do?ncd=7855026&amp;ref=DA,KBS,경제>경제일반
"김정은 “남북, 적대적 두 국가 관계” “핵무기 증강 계획”",20231231,"[앵커]

 김정은 북한 국무위원장이 대남 노선의 근본적 방향 전환을 밝히며 남북관계를 '동족 관계'가 아닌 '적대적 두 국가 관계'로 규정했습니다.

 아울러 내년에 정찰위성 3개를 추가 발사와 핵무기 증강 계획을 국방 과제로 제시했습니다.

 유호윤 기자가 보도합니다.

 [리포트]

 김정은 북한 국무위원장이 노동당 전원회의에서 남북이 더 이상 동..",https://news.kbs.co.kr/news/view.do?ncd=7855025&amp;ref=DA,KBS,정치>북한
"내부고발로 시작된 정부 산하재단 해고 사건... 2심은 ""징계 정당"" 판결",20231231,"과학기술정보통신부(과기부)가 산하단체인 한국과학창의재단의 간부를 무리하게 징계해고했다는 1심 판결이 항소심에서 뒤집혔다. 31일 법조계에 따르면 서울고법 민사1부(부장 엄상필)는 재단 전직 간부 A씨가 재단을 상대로 제기한 해고 무효소송에서, 원고 승소 판결한 원심을 깨고 원고 패소 판결했다.
사건의 시작은 A씨의 내부 고발이었다. 그는 2019년 과기..",https://www.hankookilbo.com/News/Read/A2023122617100002643,한국일보,사회>노동_복지
"송파구, 올해 '10대 정책상' 선정",20231231,"서울 송파구가 올 한해 다양한 주민 목소리를 담아 추진해온 '10대 정책상'을 발표했습니다. 

올해 '10대 정책상'은 창의ㆍ혁신을 중심으로 송파발전에 기여한 정책사업 위주로 선정됐습니다. 

먼저, 교육혁신사업으로 추진한 '어린이집ㆍ유치원 원어민 영어교실 운영'이 1위(최우수상)를 차지했습니다. 

이어 '구유재산 전수조사(2위 우수상)'를 비롯해 ..",http://www.obsnews.co.kr/news/articleView.html?idxno=1425974,OBS,지역>대전
"“태어나줘서 감사해 그리고 미안해” 최강희, 故 이선균 추모",20231231,"배우 최강희가 세상을 떠난 배우 故 이선균을 추모했다.
최강희는 지난 30일 자신의 SNS에 국화꽃 사진을 게재하며 “지금 당장 위로할 방법을 모르겠어서 마음의 기도가 닿기만을 소원한다”고 적었다.
이어 최강희는 “지나쳤다는 사실만으로 가족과 사람들과 세상에 단지 내가 동료와 친구와 인간의 한 사람으로서 뻔뻔해서 죄송하고 미안하다”며 “유난히 평범했던 ..",http://www.mk.co.kr/article/10910593,매일경제,문화>방송_연예
"동방신기, '연말 새롭게 뜬 20주년 TVXQ 카시오페아'(20&2 콘서트)[종합]",20231231,"“카시오페아(팬덤명) 20주년 축하한다, WE ARE T(위 아 티)” 20년 K팝트렌드를 짚어온 동방신기와 카시오페아의 따뜻한 연말 호흡이 인천 영종도를 수놓았다.

31일 인천 영종도 인스파이어 아레나에서는 동방신기 콘서트 '2023 TVXQ! CONCERT [20&2]' 2회차 공연이 진행됐다.

비욘드라이브(Beyond Live)로도 생중계된 이..",http://www.etnews.com/20231231000021,전자신문,문화>전시_공연
시진핑 3기 반부패 표적은? 핵무기 운용 로켓군 대대적 숙청 이유,20231231,"지난 3월 공식 출범한 중국 시진핑 3기 체제 반부패 사정 캠페인의 주된 목표는 군부가 될 것으로 전망된다.
중국 입법부인 전국인민대표대회(전인대)는 핵무기를 운용하는 로켓군 간부를 포함해 군 장성 9명을 파면하고 지난 두 달간 공석이었던 국방부장(국방장관) 자리에 둥쥔(62)을 임명했다.
30일 중국 관영신화통신의 이런 발표에 대해 지난 10년간 시진..",http://www.seoul.co.kr/news/newsView.php?id=20231231500076,서울신문,국제>중국
‘제야의 종 행사’ 인파 예상 도로 통제,20231231,"2023년 마지막 날인 오늘 밤 서울 종로구 보신각과 세종대로 일대에서 제야의 종 타종과 새해맞이 행사가 열립니다.

보신각 타종 행사엔 오세훈 서울시장과 시민대표 등 22명이 참여해 33번의 제야의 종을 울립니다.

지난해보다 약 2배 많은 10만여 명이 운집할 것으로 예상되면서 서울시와 경찰 소방 등 관계 기관도 안전 관리에 나섭니다.

지하철과 버..",https://news.kbs.co.kr/news/view.do?ncd=7855024&amp;ref=DA,KBS,미분류
"""갑자기 폭발하더니 송신탑까지 불타""...전기자전거 대여점서 화재",20231231,"[머니투데이 이정혁 기자] 제주의 한 전기자전거 대여점에서 큰 불이 발생했다.

31일 뉴스1에 따르면 제주특별자치도 소방안전본부는 이날 오후 4시37분쯤 제주 서귀포시 색달동 일대에서 '펑' 하는 폭발 소리가 들렸다는 신고 13건이 잇따라 접수됐다.

신고를 받고 현장에 출동한 소방이 확인한 결과 해당 폭발 소리는 화재가 발생한 전기 자전거 대여점에서..",http://news.moneytoday.co.kr/view/mtview.php?no=2023123119022164297&type=2,머니투데이,지역>제주
"강남구, 삼성해맞이공원서 해맞이 행사",20231231,"'2024 갑진년 해맞이 행사'가 새해 첫날인 내일(1일), 서울 강남구 삼성해맞이공원에서 열립니다. 

아침 7시30분부터 시작되는 행사는 힘찬 북소리와 함께 '일출 카운트다운', '소망 성취 기원' 등 다채로운 행사로 진행됩니다. 

특히, 새해 일출 명소인 공원에선 약 1천여 명이 모여 축하공연, 떡국나눔 등 부대행사도 열릴 예정입니다. 

조성명..",http://www.obsnews.co.kr/news/articleView.html?idxno=1425973,OBS,문화>전시_공연
“사무실 출근 원격근무 병행이 ‘뉴 노멀’ 될 것” [세계는 지금],20231231,"‘조직은 장기적으로 하이브리드(혼합) 업무 전략이 필요하다.’ 
 
 미국 여론조사기관 갤럽은 지난 18일(현지시간) ‘2024년 리더들이 주목해야 할 직장 동향’ 보고서에서 이런 업무 전략 수립을 제시했다. 
 사진=게티이미지뱅크 제공 신종 코로나바이러스 감염증(코로나19) 사태로 원격근무(재택근무)가 급격히 늘어났다면, 포스트 코로나(코로나19 이후..",http://www.segye.com/content/html/2023/12/26/20231226515633.html,세계일보,국제>국제일반
"“중국, 대만 민진당 집권 연장하면 5월 이전 보복나설 것”",20231231,"미국과 중국의 대리세력이 치열하게 맞붙는 양상인 대만 대선이 2주 앞으로 다가온 가운데 민진당 집권에 대한 중국 측의 우려를 대만 언론이 전했다.
보수적 성격의 대만 언론인 연합보는 31일 1월 13일 대선 개표가 끝난 이후부터 신임 총통의 취임식 예정일인 5월 20일까지 약 100여일이 ‘가장 관건이 되는 시기’라면서 양안(중국과 대만)이 미묘한 탐색..",http://www.seoul.co.kr/news/newsView.php?id=20231231500075,서울신문,정치>선거
"[총선 GO!] ""뚝심있고 우직하게"" 올해 마지막 날 김인규에게 거는 부산의 기대",20231231,"[부산=뉴스핌] 김태훈 기자 = ""중심을 갖고 뚝심 있게 가야한다. 툭하면 관두고 그런 식으로 정치하면 안 된다. 국민들은 꾸준히 소신껏 하는 정치인을 바란다."" 
 

 2024년 새해를 앞두고 올해 마지막 날 내년 22대 총선에서 부산 서구 동구에 출사표를 던진 김인규 예비후보는 국민의힘 예비후보 점퍼를 입고 연신 시민들에게 고개를 숙였다. 
 

..",http://www.newspim.com/news/view/20231231000154,뉴스핌,정치>국회_정당
"北, 1월 1일에 공개하던 전원회의 결과, 해 넘기지 않고 발표",20231231,"예년보다 하루빨리 신년계획 발표 '1호 신년사' 부활 가능성 
 
[파이낸셜뉴스] 북한은 지난 26일부터 개최되었던 연말 전원회의가 30일 결속됐다고 조선중앙통신이 31일 보도했다. 사진=조선중앙통신 
북한이 지난 26일부터 30일까지 진행한 노동당 중앙위원회 8기 9차 '연말 전원회의' 총화 내용과 결과를 당 기관지 노동신문을 통해 예년보다 하루 빠른..",http://www.fnnews.com/news/202312311557585574,파이낸셜뉴스,정치>북한
美 사무실 5곳 중 1곳 ‘텅’ 엔데믹 이후 공실률 되레 늘어 [세계는 지금],20231231,"미국 뉴욕 맨해튼 5번가와 22, 23번가, 브로드웨이까지 4개 도로가 교차하는 지점 모퉁이에 삼각형 모양으로 우뚝 솟아 있는 플랫아이언(Flatiron) 빌딩. 건물 모양이 마치 다리미(iron)처럼 특이하게 생겼다 해서 플랫아이언(플랫은 미국에서 다중집합시설, 아파트, 연립주택 등을 뜻함)이라는 별명이 붙었다가 별명이 빌딩명이 됐다. 
 
 이 빌딩..",http://www.segye.com/content/html/2023/12/26/20231226515634.html,세계일보,경제>경제일반
[사설]분열의 씨앗과 독선만 보인 이재명 이낙연 회동,20231231,더불어민주당 이재명 대표와 이낙연 전 대표가 지난 30일 회동했지만 갈등 봉합에 실패했다. 이 대표 사퇴를 전제로 이 전 대표가 요구한 통합비상대책위원회 전환을 이 대표가 수용할 수 없다고 밝힌 것이다. 이 전 대표는 조만간 탈당해 신당 창당을 결행할 것으로 보여 총선 100일을 앞두고 분당 위기가 커지고 있다. 대승적인 통합 기회를 살리지 못하고 당을..,https://www.khan.co.kr/opinion/editorial/article/202312311901001,경향신문,정치>국회_정당
"학점 인적성 다 미달인데 ""합격"" LG 신입채용때 생긴 일",20231231,"신입사원 공개채용에서 학점 인적성 검사 점수 등이 미달해 불합격한 지원자를 최종 합격시킨 전직 LG전자 인사담당자 박모씨의 징역형이 확정됐다. 대법원 2부(주심 천대엽 대법관)가 업무방해 혐의로 기소된 박씨에게 징역 6개월 집행유예 2년을 내린 원심판결을 최근 확정하면서다. 
 
 
 ━
 “대학원 학점 미달이나 학사는 나쁘지 않으니 ” 
 
 LG전자..",https://www.joongang.co.kr/article/25218796,중앙일보,경제>취업_창업
"지병 때문이라더니 숨진 홍콩 여배우, CCTV에 찍힌 사망 원인",20231231,"최근 숨진 홍콩 유명 여배우 저우하이메이(주해미 57)의 사망 원인이 심장마비였던 것으로 알려졌다.
 
 
 31일 스트레이트타임즈 등 외신에 따르면 저우하이메이의 언니는 지난 27일 현지 언론에 보낸 성명에서 ""폐쇄회로(CC)TV와 법의학부 감정 결과 그가 갑작스러운 심장마비로 사망한 것으로 드러났다""고 밝혔다. 그러면서 ""그는 고통 없이 평화롭게 갔..",https://www.joongang.co.kr/article/25218797,중앙일보,국제>아시아
피부질환 치료하는 동네 피부과 찾기 ‘하늘의 별따기’,20231231,"홍콩에서 직장을 다니는 김모(27)씨는 연말연시 연휴를 맞아 한국을 찾았다. 스키를 타러 갔다 종아리에 물집이 생긴 김씨는 치료를 위해 서울 강남구 압구정동에 있는 피부과를 방문했다. 하지만 김씨는 방문한 병원에서 피부질환 진료는 불가능하다는 통보를 받았다. 
 
김씨는 근처 피부과 11곳에 일일이 전화를 돌린 후에야 피부과 전문의가 진료하는 병원을 찾..",https://news.kmib.co.kr/article/view.asp?arcid=0019021463&code=61121111&cp=kd,국민일보,사회>의료_건강
